org_base,org_derived,POS,derivation_process_prefix,derivation_process_suffix,base,derived,btd,dtb
разломать,разломный,V.ADJ,,.н,разлом,разломн,,н
разломить,разломный,V.ADJ,nan.nan,.н,разлом,разломн,,н
луч,лучный,N.ADJ,,.н,луч,лучн,,н
лучиться,лучный,V.ADJ,nan.nan,.н,луч,лучн,,н
лунь,лунный,N.ADJ,,.н,лун,лунн,,н
луна,лунный,N.ADJ,nan.nan,.н,лун,лунн,,н
лоно,лонный,N.ADJ,,.н,лон,лонн,,н
лона,лонный,N.ADJ,nan.nan,.н,лон,лонн,,н
любь,любный,N.ADJ,,.н,люб,любн,,н
любить,любный,V.ADJ,nan.nan,.н,люб,любн,,н
людить,людный,V.ADJ,,.н,люд,людн,,н
люды,людный,N.ADJ,nan.nan,.н,люд,людн,,н
материться,матерня,V.N,,.н,матер,матерн,,н
матереть,матерний,V.ADJ,nan.nan,.н,матер,матерн,,н
мелочь,мелочный,N.ADJ,,.н,мелоч,мелочн,,н
мелочь,мелочной,N.ADJ,nan.nan,.н,мелоч,мелочн,,н
пример,примерный,N.ADJ,,.н,пример,примерн,,н
примерить,примерный,V.ADJ,nan.nan,.н,пример,примерн,,н
мерть,мерный,V.ADJ,,.н,мер,мерн,,н
мериться,мерный,V.ADJ,nan.nan,.н,мер,мерн,,н
совместить,совместный,V.ADJ,,.н,совмест,совместн,,н
совместиться,совместный,V.ADJ,nan.nan,.н,совмест,совместн,,н
заметать,заметный,V.ADJ,,.н,замет,заметн,,н
замететь,заметный,V.ADJ,nan.nan,.н,замет,заметн,,н
миеломы,миеломный,N.ADJ,,.н,миелом,миеломн,,н
миелома,миеломный,N.ADJ,nan.nan,.н,миелом,миеломн,,н
мир,мирный,N.ADJ,,.н,мир,мирн,,н
миреть,мирний,V.ADJ,nan.nan,.н,мир,мирн,,н
модеть,модный,V.ADJ,,.н,мод,модн,,н
мода,модный,N.ADJ,nan.nan,.н,мод,модн,,н
навести,навесной,V.ADJ,,.н,навес,навесн,,н
навесить,навесной,V.ADJ,nan.nan,.н,навес,навесн,,н
надежда,надеждный,N.ADJ,,.н,надежд,надеждн,,н
надеждить,надеждный,V.ADJ,nan.nan,.н,надежд,надеждн,,н
нанос,наносный,N.ADJ,,.н,нанос,наносн,,н
наносить,наносный,V.ADJ,nan.nan,.н,нанос,наносн,,н
насосаться,насосный,V.ADJ,,.н,насос,насосн,,н
насос,насосный,N.ADJ,nan.nan,.н,насос,насосн,,н
настояны,настоянный,N.ADJ,,.н,настоян,настоянн,,н
настояна,настоянный,N.ADJ,nan.nan,.н,настоян,настоянн,,н
наступить,наступный,V.ADJ,,.н,наступ,наступн,,н
наступить,наступний,V.ADJ,nan.nan,.н,наступ,наступн,,н
занать,занный,V.ADJ,,.н,зан,занн,,н
заны,занный,N.ADJ,nan.nan,.н,зан,занн,,н
неить,неон,V.N,,.н,не,неон,,н
нео,неоный,N.ADJ,nan.nan,.н,не,неон,,н
недоплачены,недоплаченный,N.ADJ,,.н,недоплачен,недоплаченн,,н
недоплачены,недоплаченной,N.ADJ,nan.nan,.н,недоплачен,недоплаченн,,н
переноситься,переносной,V.ADJ,,.н,перенос,переносн,,н
переноситься,переносный,V.ADJ,nan.nan,.н,перенос,переносн,,н
нечать,нечный,V.ADJ,,.н,неч,нечн,,н
нечить,нечный,V.ADJ,nan.nan,.н,неч,нечн,,н
низложены,низложенной,N.ADJ,,.н,низложен,низложенн,,н
низложены,низложенный,N.ADJ,nan.nan,.н,низложен,низложенн,,н
нудить,нудный,V.ADJ,,.н,нуд,нудн,,н
нудеть,нудный,V.ADJ,nan.nan,.н,нуд,нудн,,н
обгон,обгонный,N.ADJ,,.н,обгон,обгонн,,н
обгонить,обгонный,V.ADJ,nan.nan,.н,обгон,обгонн,,н
обезображены,обезображенный,N.ADJ,,.н,обезображен,обезображенн,,н
обезображены,обезображенной,N.ADJ,nan.nan,.н,обезображен,обезображенн,,н
обжарены,обжаренной,N.ADJ,,.н,обжарен,обжаренн,,н
обжарены,обжаренный,N.ADJ,nan.nan,.н,обжарен,обжаренн,,н
обкатиться,обкатный,V.ADJ,,.н,обкат,обкатн,,н
обкатить,обкатной,V.ADJ,nan.nan,.н,обкат,обкатн,,н
обиться,обный,V.ADJ,,.н,об,обн,,н
обы,обний,N.ADJ,nan.nan,.н,об,обн,,н
областя,областной,N.ADJ,,.н,област,областн,,н
область,областной,N.ADJ,nan.nan,.н,област,областн,,н
облицована,облицованный,N.ADJ,,.н,облицован,облицованн,,н
облицованы,облицованный,N.ADJ,nan.nan,.н,облицован,облицованн,,н
обменяны,обменянной,N.ADJ,,.н,обменян,обменянн,,н
обменяна,обменянной,N.ADJ,nan.nan,.н,обменян,обменянн,,н
обобраны,обобранной,N.ADJ,,.н,обобран,обобранн,,н
обобран,обобранный,N.ADJ,nan.nan,.н,обобран,обобранн,,н
обсады,обсадный,N.ADJ,,.н,обсад,обсадн,,н
обсада,обсадный,N.ADJ,nan.nan,.н,обсад,обсадн,,н
обтесаны,обтесанной,N.ADJ,,.н,обтесан,обтесанн,,н
обтесаны,обтесанный,N.ADJ,nan.nan,.н,обтесан,обтесанн,,н
обустроены,обустроенной,N.ADJ,,.н,обустроен,обустроенн,,н
обустроены,обустроенный,N.ADJ,nan.nan,.н,обустроен,обустроенн,,н
овощь,овощной,N.ADJ,,.н,овощ,овощн,,н
овощ,овощной,N.ADJ,nan.nan,.н,овощ,овощн,,н
обезвожены,обезвоженной,N.ADJ,,.н,обезвожен,обезвоженн,,н
обезвожены,обезвоженный,N.ADJ,nan.nan,.н,обезвожен,обезвоженн,,н
оди,одиный,N.ADJ,,.н,оди,один,,н
оди,одиний,N.ADJ,nan.nan,.н,оди,один,,н
окольцованы,окольцованной,N.ADJ,,.н,окольцован,окольцованн,,н
окольцованы,окольцованный,N.ADJ,nan.nan,.н,окольцован,окольцованн,,н
олицетворены,олицетворенный,N.ADJ,,.н,олицетворен,олицетворенн,,н
олицетворены,олицетворенной,N.ADJ,nan.nan,.н,олицетворен,олицетворенн,,н
оплеваны,оплеванный,N.ADJ,,.н,оплеван,оплеванн,,н
оплеваны,оплеванной,N.ADJ,nan.nan,.н,оплеван,оплеванн,,н
орнаментированы,орнаментированной,N.ADJ,,.н,орнаментирован,орнаментированн,,н
орнаментированы,орнаментированный,N.ADJ,nan.nan,.н,орнаментирован,орнаментированн,,н
орошены,орошенный,N.ADJ,,.н,орошен,орошенн,,н
орошены,орошенной,N.ADJ,nan.nan,.н,орошен,орошенн,,н
обезоружены,обезоруженный,N.ADJ,,.н,обезоружен,обезоруженн,,н
обезоружены,обезоруженной,N.ADJ,nan.nan,.н,обезоружен,обезоруженн,,н
осмыслены,осмысленный,N.ADJ,,.н,осмыслен,осмысленн,,н
осмыслены,осмысленний,N.ADJ,nan.nan,.н,осмыслен,осмысленн,,н
осовременены,осовремененной,N.ADJ,,.н,осовременен,осовремененн,,н
осовременены,осовремененный,N.ADJ,nan.nan,.н,осовременен,осовремененн,,н
осознано,осознанный,N.ADJ,,.н,осознан,осознанн,,н
осознана,осознанний,N.ADJ,nan.nan,.н,осознан,осознанн,,н
ост,остный,N.ADJ,,.н,ост,остн,,н
остье,остный,N.ADJ,nan.nan,.н,ост,остн,,н
отважиться,отважный,V.ADJ,,.н,отваж,отважн,,н
отважиться,отважний,V.ADJ,nan.nan,.н,отваж,отважн,,н
отвести,отвесный,V.ADJ,,.н,отвес,отвесн,,н
отвес,отвесный,N.ADJ,nan.nan,.н,отвес,отвесн,,н
отломан,отломанный,N.ADJ,,.н,отломан,отломанн,,н
отломаны,отломанный,N.ADJ,nan.nan,.н,отломан,отломанн,,н
пагуба,пагубный,N.ADJ,,.н,пагуб,пагубн,,н
пагуба,пагубний,N.ADJ,nan.nan,.н,пагуб,пагубн,,н
запакованы,запакованной,N.ADJ,,.н,запакован,запакованн,,н
запакованы,запакованный,N.ADJ,nan.nan,.н,запакован,запакованн,,н
палать,палатный,N.ADJ,,.н,палат,палатн,,н
палата,палатный,N.ADJ,nan.nan,.н,палат,палатн,,н
парус,парусный,N.ADJ,,.н,парус,парусн,,н
парусить,парусный,V.ADJ,nan.nan,.н,парус,парусн,,н
паскудить,паскудный,V.ADJ,,.н,паскуд,паскудн,,н
паскуда,паскудный,N.ADJ,nan.nan,.н,паскуд,паскудн,,н
перебинтованы,перебинтованный,N.ADJ,,.н,перебинтован,перебинтованн,,н
перебинтованы,перебинтованной,N.ADJ,nan.nan,.н,перебинтован,перебинтованн,,н
переварены,переваренной,N.ADJ,,.н,переварен,переваренн,,н
переварены,переваренный,N.ADJ,nan.nan,.н,переварен,переваренн,,н
перелетать,перелетной,V.ADJ,,.н,перелет,перелетн,,н
перелететь,перелетной,V.ADJ,nan.nan,.н,перелет,перелетн,,н
перенасыщены,перенасыщенный,N.ADJ,,.н,перенасыщен,перенасыщенн,,н
перенасыщены,перенасыщенной,N.ADJ,nan.nan,.н,перенасыщен,перенасыщенн,,н
персонаж,персонажный,N.ADJ,,.н,персонаж,персонажн,,н
персонажы,персонажный,N.ADJ,nan.nan,.н,персонаж,персонажн,,н
пешать,пешня,V.N,,.н,пеш,пешн,,н
пеша,пешний,N.ADJ,nan.nan,.н,пеш,пешн,,н
наплаваться,наплавной,V.ADJ,,.н,наплав,наплавн,,н
наплав,наплавной,N.ADJ,nan.nan,.н,наплав,наплавн,,н
сплавить,сплавной,V.ADJ,,.н,сплав,сплавн,,н
сплав,сплавной,N.ADJ,nan.nan,.н,сплав,сплавн,,н
плазмид,плазмидный,N.ADJ,,.н,плазмид,плазмидн,,н
плазмида,плазмидный,N.ADJ,nan.nan,.н,плазмид,плазмидн,,н
выплатить,выплатный,V.ADJ,,.н,выплат,выплатн,,н
выплата,выплатный,N.ADJ,nan.nan,.н,выплат,выплатн,,н
переплачены,переплаченной,N.ADJ,,.н,переплачен,переплаченн,,н
переплачены,переплаченный,N.ADJ,nan.nan,.н,переплачен,переплаченн,,н
сплетать,сплетня,V.N,,.н,сплет,сплетн,,н
сплетить,сплетний,V.ADJ,nan.nan,.н,сплет,сплетн,,н
площаде,площадной,N.ADJ,,.н,площад,площадн,,н
площадь,площадный,N.ADJ,nan.nan,.н,площад,площадн,,н
повторя,повторный,N.ADJ,,.н,повтор,повторн,,н
повтор,повторный,N.ADJ,nan.nan,.н,повтор,повторн,,н
подбора,подборный,N.ADJ,,.н,подбор,подборн,,н
подбор,подборный,N.ADJ,nan.nan,.н,подбор,подборн,,н
подделаны,подделанной,N.ADJ,,.н,подделан,подделанн,,н
подделан,подделанной,N.ADJ,nan.nan,.н,подделан,подделанн,,н
подогнан,подогнанный,N.ADJ,,.н,подогнан,подогнанн,,н
подогнан,подогнанной,N.ADJ,nan.nan,.н,подогнан,подогнанн,,н
подослан,подосланный,N.ADJ,,.н,подослан,подосланн,,н
подосланы,подосланный,N.ADJ,nan.nan,.н,подослан,подосланн,,н
подробить,подробня,V.N,,.н,подроб,подробн,,н
подроб,подробный,N.ADJ,nan.nan,.н,подроб,подробн,,н
подслащены,подслащенной,N.ADJ,,.н,подслащен,подслащенн,,н
подслащены,подслащенный,N.ADJ,nan.nan,.н,подслащен,подслащенн,,н
подуше,подушный,N.ADJ,,.н,подуш,подушн,,н
подушить,подушный,V.ADJ,nan.nan,.н,подуш,подушн,,н
позволены,позволенной,N.ADJ,,.н,позволен,позволенн,,н
позволены,позволенный,N.ADJ,nan.nan,.н,позволен,позволенн,,н
полноцвете,полноцветной,N.ADJ,,.н,полноцвет,полноцветн,,н
полноцвет,полноцветный,N.ADJ,nan.nan,.н,полноцвет,полноцветн,,н
порфира,порфирный,N.ADJ,,.н,порфир,порфирн,,н
порфиры,порфирный,N.ADJ,nan.nan,.н,порфир,порфирн,,н
порто,портный,N.ADJ,,.н,порт,портн,,н
порты,портный,N.ADJ,nan.nan,.н,порт,портн,,н
постоян,постоянный,N.ADJ,,.н,постоян,постоянн,,н
постоян,постоянний,N.ADJ,nan.nan,.н,постоян,постоянн,,н
потешать,потешный,V.ADJ,,.н,потеш,потешн,,н
потешить,потешный,V.ADJ,nan.nan,.н,потеш,потешн,,н
потряс,потрясный,N.ADJ,,.н,потряс,потрясн,,н
потрясить,потрясный,V.ADJ,nan.nan,.н,потряс,потрясн,,н
преломлены,преломленный,N.ADJ,,.н,преломлен,преломленн,,н
преломлены,преломленной,N.ADJ,nan.nan,.н,преломлен,преломленн,,н
прикормлены,прикормленный,N.ADJ,,.н,прикормлен,прикормленн,,н
прикормлены,прикормленной,N.ADJ,nan.nan,.н,прикормлен,прикормленн,,н
провозглашена,провозглашенной,N.ADJ,,.н,провозглашен,провозглашенн,,н
провозглашена,провозглашенный,N.ADJ,nan.nan,.н,провозглашен,провозглашенн,,н
продувать,продувной,V.ADJ,,.н,продув,продувн,,н
продув,продувной,N.ADJ,nan.nan,.н,продув,продувн,,н
проиндексированы,проиндексированной,N.ADJ,,.н,проиндексирован,проиндексированн,,н
проиндексированы,проиндексированный,N.ADJ,nan.nan,.н,проиндексирован,проиндексированн,,н
прокачан,прокачанной,N.ADJ,,.н,прокачан,прокачанн,,н
прокачан,прокачанный,N.ADJ,nan.nan,.н,прокачан,прокачанн,,н
прорезать,прорезной,V.ADJ,,.н,прорез,прорезн,,н
прорезь,прорезной,N.ADJ,nan.nan,.н,прорез,прорезн,,н
просеяны,просеянный,N.ADJ,,.н,просеян,просеянн,,н
просеяны,просеянной,N.ADJ,nan.nan,.н,просеян,просеянн,,н
прострочены,простроченный,N.ADJ,,.н,прострочен,простроченн,,н
прострочены,простроченной,N.ADJ,nan.nan,.н,прострочен,простроченн,,н
противоположены,противоположенной,N.ADJ,,.н,противоположен,противоположенн,,н
противоположены,противоположенный,N.ADJ,nan.nan,.н,противоположен,противоположенн,,н
протоптаны,протоптанной,N.ADJ,,.н,протоптан,протоптанн,,н
протоптаны,протоптанный,N.ADJ,nan.nan,.н,протоптан,протоптанн,,н
путане,путанной,N.ADJ,,.н,путан,путанн,,н
путан,путанной,N.ADJ,nan.nan,.н,путан,путанн,,н
пуэр,пуэрный,N.ADJ,,.н,пуэр,пуэрн,,н
пуэры,пуэрный,N.ADJ,nan.nan,.н,пуэр,пуэрн,,н
ап,апный,N.ADJ,,.н,ап,апн,,н
апить,апный,V.ADJ,nan.nan,.н,ап,апн,,н
распылены,распыленной,N.ADJ,,.н,распылен,распыленн,,н
распылены,распыленный,N.ADJ,nan.nan,.н,распылен,распыленн,,н
работаться,работня,V.N,,.н,работ,работн,,н
работа,работный,N.ADJ,nan.nan,.н,работ,работн,,н
равить,равный,V.ADJ,,.н,рав,равн,,н
равить,равний,V.ADJ,nan.nan,.н,рав,равн,,н
радость,радостный,N.ADJ,,.н,радост,радостн,,н
радост,радостный,N.ADJ,nan.nan,.н,радост,радостн,,н
разбалованы,разбалованной,N.ADJ,,.н,разбалован,разбалованн,,н
разбалованы,разбалованный,N.ADJ,nan.nan,.н,разбалован,разбалованн,,н
разврат,развратный,N.ADJ,,.н,разврат,развратн,,н
развратиться,развратный,V.ADJ,nan.nan,.н,разврат,развратн,,н
разлинованы,разлинованной,N.ADJ,,.н,разлинован,разлинованн,,н
разлинованы,разлинованный,N.ADJ,nan.nan,.н,разлинован,разлинованн,,н
размалеваны,размалеванный,N.ADJ,,.н,размалеван,размалеванн,,н
размалеваны,размалеванной,N.ADJ,nan.nan,.н,размалеван,размалеванн,,н
разнообразя,разнообразный,N.ADJ,,.н,разнообраз,разнообразн,,н
разнообразить,разнообразный,V.ADJ,nan.nan,.н,разнообраз,разнообразн,,н
распадаться,распадный,V.ADJ,,.н,распад,распадн,,н
распад,распадный,N.ADJ,nan.nan,.н,распад,распадн,,н
распотрошены,распотрошенной,N.ADJ,,.н,распотрошен,распотрошенн,,н
распотрошены,распотрошенный,N.ADJ,nan.nan,.н,распотрошен,распотрошенн,,н
рассечены,рассеченной,N.ADJ,,.н,рассечен,рассеченн,,н
рассечены,рассеченный,N.ADJ,nan.nan,.н,рассечен,рассеченн,,н
рассыпаться,рассыпной,V.ADJ,,.н,рассып,рассыпн,,н
рассып,рассыпной,N.ADJ,nan.nan,.н,рассып,рассыпн,,н
раты,ратный,N.ADJ,,.н,рат,ратн,,н
рата,ратный,N.ADJ,nan.nan,.н,рат,ратн,,н
регламентированы,регламентированный,N.ADJ,,.н,регламентирован,регламентированн,,н
регламентированы,регламентированной,N.ADJ,nan.nan,.н,регламентирован,регламентированн,,н
ренать,ренный,V.ADJ,,.н,рен,ренн,,н
рень,ренный,N.ADJ,nan.nan,.н,рен,ренн,,н
реферать,реферный,V.ADJ,,.н,рефер,реферн,,н
реферы,реферный,N.ADJ,nan.nan,.н,рефер,реферн,,н
отрефлексированы,отрефлексированный,N.ADJ,,.н,отрефлексирован,отрефлексированн,,н
отрефлексированы,отрефлексированной,N.ADJ,nan.nan,.н,отрефлексирован,отрефлексированн,,н
рида,ридный,N.ADJ,,.н,рид,ридн,,н
рид,ридний,N.ADJ,nan.nan,.н,рид,ридн,,н
запорить,запорный,V.ADJ,,.н,запор,запорн,,н
запор,запорный,N.ADJ,nan.nan,.н,запор,запорн,,н
рогожа,рогожный,N.ADJ,,.н,рогож,рогожн,,н
рогожить,рогожный,V.ADJ,nan.nan,.н,рогож,рогожн,,н
родо,родный,N.ADJ,,.н,род,родн,,н
родить,родной,V.ADJ,nan.nan,.н,род,родн,,н
розать,розный,V.ADJ,,.н,роз,розн,,н
роза,розный,N.ADJ,nan.nan,.н,роз,розн,,н
романтизированы,романтизированный,N.ADJ,,.н,романтизирован,романтизированн,,н
романтизированы,романтизированной,N.ADJ,nan.nan,.н,романтизирован,романтизированн,,н
роскош,роскошный,N.ADJ,,.н,роскош,роскошн,,н
роскошь,роскошний,N.ADJ,nan.nan,.н,роскош,роскошн,,н
возрастать,возрастный,V.ADJ,,.н,возраст,возрастн,,н
возраст,возрастный,N.ADJ,nan.nan,.н,возраст,возрастн,,н
рая,раный,N.ADJ,,.н,ра,ран,,н
раа,раний,N.ADJ,nan.nan,.н,ра,ран,,н
русифицированы,русифицированной,N.ADJ,,.н,русифицирован,русифицированн,,н
русифицированы,русифицированный,N.ADJ,nan.nan,.н,русифицирован,русифицированн,,н
рыба,рыбный,N.ADJ,,.н,рыб,рыбн,,н
рыбить,рыбный,V.ADJ,nan.nan,.н,рыб,рыбн,,н
сансаре,сансарный,N.ADJ,,.н,сансар,сансарн,,н
сансары,сансарный,N.ADJ,nan.nan,.н,сансар,сансарн,,н
сан,санный,N.ADJ,,.н,сан,санн,,н
саны,санный,N.ADJ,nan.nan,.н,сан,санн,,н
свободить,свободный,V.ADJ,,.н,свобод,свободн,,н
свобода,свободный,N.ADJ,nan.nan,.н,свобод,свободн,,н
сдержано,сдержанный,N.ADJ,,.н,сдержан,сдержанн,,н
сдержаны,сдержанный,N.ADJ,nan.nan,.н,сдержан,сдержанн,,н
запасены,запасенный,N.ADJ,,.н,запасен,запасенн,,н
запасены,запасенной,N.ADJ,nan.nan,.н,запасен,запасенн,,н
сегментированы,сегментированной,N.ADJ,,.н,сегментирован,сегментированн,,н
сегментированы,сегментированный,N.ADJ,nan.nan,.н,сегментирован,сегментированн,,н
сегодить,сегодный,V.ADJ,,.н,сегод,сегодн,,н
сегод,сегодный,N.ADJ,nan.nan,.н,сегод,сегодн,,н
секуляризированы,секуляризированный,N.ADJ,,.н,секуляризирован,секуляризированн,,н
секуляризированы,секуляризированной,N.ADJ,nan.nan,.н,секуляризирован,секуляризированн,,н
сране,сранный,N.ADJ,,.н,сран,сранн,,н
сраны,сранный,N.ADJ,nan.nan,.н,сран,сранн,,н
запрос,запросный,N.ADJ,,.н,запрос,запросн,,н
запроситься,запросный,V.ADJ,nan.nan,.н,запрос,запросн,,н
симистор,симисторный,N.ADJ,,.н,симистор,симисторн,,н
симистора,симисторный,N.ADJ,nan.nan,.н,симистор,симисторн,,н
система,системный,N.ADJ,,.н,систем,системн,,н
системь,системный,N.ADJ,nan.nan,.н,систем,системн,,н
скань,сканный,N.ADJ,,.н,скан,сканн,,н
скан,сканный,N.ADJ,nan.nan,.н,скан,сканн,,н
скомкан,скомканный,N.ADJ,,.н,скомкан,скомканн,,н
скомканы,скомканный,N.ADJ,nan.nan,.н,скомкан,скомканн,,н
скомпилированы,скомпилированной,N.ADJ,,.н,скомпилирован,скомпилированн,,н
скомпилированы,скомпилированный,N.ADJ,nan.nan,.н,скомпилирован,скомпилированн,,н
сконфигурированы,сконфигурированной,N.ADJ,,.н,сконфигурирован,сконфигурированн,,н
сконфигурированы,сконфигурированный,N.ADJ,nan.nan,.н,сконфигурирован,сконфигурированн,,н
сконфужены,сконфуженный,N.ADJ,,.н,сконфужен,сконфуженн,,н
сконфужены,сконфуженной,N.ADJ,nan.nan,.н,сконфужен,сконфуженн,,н
скруглены,скругленной,N.ADJ,,.н,скруглен,скругленн,,н
скруглены,скругленный,N.ADJ,nan.nan,.н,скруглен,скругленн,,н
словес,словесный,N.ADJ,,.н,словес,словесн,,н
словесы,словесный,N.ADJ,nan.nan,.н,словес,словесн,,н
смазаться,смазный,V.ADJ,,.н,смаз,смазн,,н
смаз,смазный,N.ADJ,nan.nan,.н,смаз,смазн,,н
смерте,смертный,N.ADJ,,.н,смерт,смертн,,н
смерть,смертный,N.ADJ,nan.nan,.н,смерт,смертн,,н
смешены,смешенной,N.ADJ,,.н,смешен,смешенн,,н
смешены,смешенный,N.ADJ,nan.nan,.н,смешен,смешенн,,н
снос,сносный,N.ADJ,,.н,снос,сносн,,н
сносить,сносный,V.ADJ,nan.nan,.н,снос,сносн,,н
солид,солидный,N.ADJ,,.н,солид,солидн,,н
солида,солидний,N.ADJ,nan.nan,.н,солид,солидн,,н
сохран,сохранный,N.ADJ,,.н,сохран,сохранн,,н
сохраниться,сохранный,V.ADJ,nan.nan,.н,сохран,сохранн,,н
специализирован,специализированный,N.ADJ,,.н,специализирован,специализированн,,н
специализированы,специализированный,N.ADJ,nan.nan,.н,специализирован,специализированн,,н
спилены,спиленный,N.ADJ,,.н,спилен,спиленн,,н
спилены,спиленной,N.ADJ,nan.nan,.н,спилен,спиленн,,н
спойлерить,спойлерный,V.ADJ,,.н,спойлер,спойлерн,,н
спойлер,спойлерный,N.ADJ,nan.nan,.н,спойлер,спойлерн,,н
отсрочены,отсроченной,N.ADJ,,.н,отсрочен,отсроченн,,н
отсрочены,отсроченный,N.ADJ,nan.nan,.н,отсрочен,отсроченн,,н
степе,степной,N.ADJ,,.н,степ,степн,,н
степь,степной,N.ADJ,nan.nan,.н,степ,степн,,н
стерилизована,стерилизованный,N.ADJ,,.н,стерилизован,стерилизованн,,н
стерилизованы,стерилизованный,N.ADJ,nan.nan,.н,стерилизован,стерилизованн,,н
постать,постный,V.ADJ,,.н,пост,постн,,н
пост,постный,N.ADJ,nan.nan,.н,пост,постн,,н
сторо,сторный,N.ADJ,,.н,стор,сторн,,н
сторы,сторный,N.ADJ,nan.nan,.н,стор,сторн,,н
страшаться,страшный,V.ADJ,,.н,страш,страшн,,н
страш,страшный,N.ADJ,nan.nan,.н,страш,страшн,,н
простуда,простудный,N.ADJ,,.н,простуд,простудн,,н
простудить,простудный,V.ADJ,nan.nan,.н,простуд,простудн,,н
студа,студный,N.ADJ,,.н,студ,студн,,н
студа,студний,N.ADJ,nan.nan,.н,студ,студн,,н
постыдить,постыдный,V.ADJ,,.н,постыд,постыдн,,н
постыдиться,постыдный,V.ADJ,nan.nan,.н,постыд,постыдн,,н
суббота,субботный,N.ADJ,,.н,суббот,субботн,,н
суббота,субботний,N.ADJ,nan.nan,.н,суббот,субботн,,н
сфотографирована,сфотографированной,N.ADJ,,.н,сфотографирован,сфотографированн,,н
сфотографированы,сфотографированный,N.ADJ,nan.nan,.н,сфотографирован,сфотографированн,,н
сцепиться,сцепной,V.ADJ,,.н,сцеп,сцепн,,н
сцеп,сцепной,N.ADJ,nan.nan,.н,сцеп,сцепн,,н
сэкономлены,сэкономленный,N.ADJ,,.н,сэкономлен,сэкономленн,,н
сэкономлены,сэкономленной,N.ADJ,nan.nan,.н,сэкономлен,сэкономленн,,н
таймшер,таймшерный,N.ADJ,,.н,таймшер,таймшерн,,н
таймшеры,таймшерный,N.ADJ,nan.nan,.н,таймшер,таймшерн,,н
утаены,утаенной,N.ADJ,,.н,утаен,утаенн,,н
утаены,утаенный,N.ADJ,nan.nan,.н,утаен,утаенн,,н
телеся,телесный,N.ADJ,,.н,телес,телесн,,н
телеса,телесний,N.ADJ,nan.nan,.н,телес,телесн,,н
темперамент,темпераментный,N.ADJ,,.н,темперамент,темпераментн,,н
темперамент,темпераментний,N.ADJ,nan.nan,.н,темперамент,темпераментн,,н
протестированы,протестированной,N.ADJ,,.н,протестирован,протестированн,,н
протестированы,протестированный,N.ADJ,nan.nan,.н,протестирован,протестированн,,н
теч,течный,N.ADJ,,.н,теч,течн,,н
течь,течный,N.ADJ,nan.nan,.н,теч,течн,,н
ткань,тканной,N.ADJ,,.н,ткан,тканн,,н
ткань,тканный,N.ADJ,nan.nan,.н,ткан,тканн,,н
истолкована,истолкованный,N.ADJ,,.н,истолкован,истолкованн,,н
истолкована,истолкованной,N.ADJ,nan.nan,.н,истолкован,истолкованн,,н
томать,томный,V.ADJ,,.н,том,томн,,н
томить,томный,V.ADJ,nan.nan,.н,том,томн,,н
стопор,стопорный,N.ADJ,,.н,стопор,стопорн,,н
стопорить,стопорный,V.ADJ,nan.nan,.н,стопор,стопорн,,н
тормозиться,тормозной,V.ADJ,,.н,тормоз,тормозн,,н
тормоз,тормозной,N.ADJ,nan.nan,.н,тормоз,тормозн,,н
трава,травный,N.ADJ,,.н,трав,травн,,н
травить,травный,V.ADJ,nan.nan,.н,трав,травн,,н
траспорта,траспортный,N.ADJ,,.н,траспорт,траспортн,,н
траспорт,траспортный,N.ADJ,nan.nan,.н,траспорт,траспортн,,н
тренажор,тренажорный,N.ADJ,,.н,тренажор,тренажорн,,н
тренажоры,тренажорный,N.ADJ,nan.nan,.н,тренажор,тренажорн,,н
трефы,трефной,N.ADJ,,.н,треф,трефн,,н
трефа,трефной,N.ADJ,nan.nan,.н,треф,трефн,,н
раструбить,раструбный,V.ADJ,,.н,раструб,раструбн,,н
раструб,раструбный,N.ADJ,nan.nan,.н,раструб,раструбн,,н
трудо,трудный,N.ADJ,,.н,труд,трудн,,н
трудить,трудный,V.ADJ,nan.nan,.н,труд,трудн,,н
тулбар,тулбарный,N.ADJ,,.н,тулбар,тулбарн,,н
тулбара,тулбарный,N.ADJ,nan.nan,.н,тулбар,тулбарн,,н
туманиться,туманный,V.ADJ,,.н,туман,туманн,,н
туман,туманный,N.ADJ,nan.nan,.н,туман,туманн,,н
туро,турный,N.ADJ,,.н,тур,турн,,н
тур,турный,N.ADJ,nan.nan,.н,тур,турн,,н
определить,определеный,V.ADJ,,.н,определ,определен,,н
определе,определеный,N.ADJ,nan.nan,.н,определ,определен,,н
одеться,одня,V.N,,.н,од,одн,,н
ода,одный,N.ADJ,nan.nan,.н,од,одн,,н
угроблены,угробленной,N.ADJ,,.н,угроблен,угробленн,,н
угроблены,угробленный,N.ADJ,nan.nan,.н,угроблен,угробленн,,н
ужасаться,ужасный,V.ADJ,,.н,ужас,ужасн,,н
ужас,ужасный,N.ADJ,nan.nan,.н,ужас,ужасн,,н
ужинать,ужинный,V.ADJ,,.н,ужин,ужинн,,н
ужин,ужинный,N.ADJ,nan.nan,.н,ужин,ужинн,,н
укоренены,укорененной,N.ADJ,,.н,укоренен,укорененн,,н
укоренены,укорененный,N.ADJ,nan.nan,.н,укоренен,укорененн,,н
условь,условный,N.ADJ,,.н,услов,условн,,н
условиться,условный,V.ADJ,nan.nan,.н,услов,условн,,н
