org_base	org_derived	POS	derivation_prefix,deravation_suffix
семяносный	семяносец	ADJ.N	,н.ц
семён	семёновский	N.ADJ	,.вск
семёновский	семёновец	ADJ.N	,ск.ц
сенатор	сенаторский	N.ADJ	,.ск
сенегальской	сенегалец	ADJ.N	,ьск.ц
сензитивный	сензитивность	ADJ.N	,.ст
сени	заснить	N.V	се.зас,
сенокос	сенокосный	N.ADJ	,.н
сеноман	сеноманский	N.ADJ	,.ск
сенситив	сенситивный	N.ADJ	,.н
сенситивый	сенситивность	ADJ.N	,.ност
сенсорного	сенсорного	V.N	,
сенсорными	сенсорным	V.N	,и.
сенсуалист	сенсуалистический	N.ADJ	,.ическ
экстрасенс	экстрасенсорный	N.ADJ	,.рн
экстрасенсорный	экстрасенсорно	ADJ.ADV	,
сенсор	несенсорный	N.ADJ	.не,.н
сенсор	сенсорный	N.ADJ	,.н
сенсорный	сенсорник	ADJ.N	,.ик
сенсорный	сенсорно	ADJ.ADV	,
сентимент	сентиментальный	N.ADJ	,.альн
сентиментальный	сентиментальничать	ADJ.V	,.ич
сентиментальный	сентиментализм	ADJ.N	,ьн.изм
сентябрьский	сентябрь	ADJ.N	,ьск.
сену	сенить	N.V	,у.
сенить	сенной	V.ADJ	,.н
сенной	сенно	ADJ.N	
сенно	внесенный	N.ADJ	.вне,
внесенный	внесення	ADJ.ADV	,.я
сенной	сенны	ADJ.N	
сенной	сенне	ADJ.ADV	,
сенить	восень	V.N	.во,
сенить	сеной	V.N	
сеной	сенойской	N.ADJ	,.йск
сенить	сенильный	V.ADJ	,.ильн
сень	сний	N.ADJ	се.с,
сний	снуля	ADJ.N	,.ул
снуля	снулый	N.ADJ	
сний	выснить	ADJ.V	.вы,
сний	сно	ADJ.ADV	,
сень	сниться	N.V	се.с,
сняться	сновка	V.N	,я.вк
сеньоре	сеньорить	N.V	
сеньория	сеньориальный	N.ADJ	,.альн
сео	сеошный	N.ADJ	,.шн
сеошный	сеошника	ADJ.N	,.ик
сео	сеять	N.V	
засеять	засей	V.N	,.й
сеять	севок	V.N	,.вок
усеять	усеянный	V.ADJ	,.янн
усеять	приусе	V.N	.при,
сеять	сеяный	V.ADJ	,.ян
сеяный	сеянка	ADJ.N	,.к
сеянка	посеянный	N.ADJ	.по,к.н
сеянка	отсеянный	N.ADJ	.от,к.н
отсеянный	отсеяны	ADJ.N	,н.
сеять	сеянный	V.ADJ	,.янн
сеять	сеять	V.N	,.ят
сеять	сеятеть	N.V	
досеиваться	досеивание	V.N	,.ани
сепаратистский	сепаратист	ADJ.N	,ск.
сепаратист	сепаратистской	N.ADJ	,.ск
сепаратистской	сепаратистка	ADJ.N	,ск.к
сепаратистский	сепаратистски	ADJ.ADV	,.и
сепарационный	сепарацион	ADJ.N	,н.
сепарировать	сепарация	V.N	,иров.аци
сепарация	сепаратный	N.ADJ	,и.н
сепаратный	сепаратизм	ADJ.N	,н.изм
сепарироваться	сепаратор	V.N	,иров.атор
сепаратор	сепаративный	N.ADJ	,р.ивн
сепаратор	сепараторный	N.ADJ	,.н
септа	септить	N.V	
септить	септимый	V.ADJ	,.им
септимый	септима	ADJ.N	
септить	септ	V.N	
септической	септической	ADJ.N	
септы	септический	N.ADJ	,.ическ
серер	серрать	N.V	,
сера	срить	N.V	се.с,
насрать	наср	V.N	
серафим	серафимовский	N.ADJ	,.вск
серафим	серафимый	N.ADJ	
серафимый	серафима	ADJ.N	
сербский	сербски	ADJ.ADV	,.и
сербского	сербского	V.N	,
сервернать	серверный	V.ADJ	
сервильный	сервилизм	ADJ.N	,ьн.изм
сервильный	сервильно	ADJ.ADV	,
сервис	межсервисный	N.ADJ	.меж,.н
сервисном	сервисном	V.N	
сервисный	сервисник	ADJ.N	,.ик
сервисный	сервисно	ADJ.ADV	,
сергеть	сергей	V.N	,.й
сергиане	сергианской	N.ADJ	,.ск
сергианской	сергианство	ADJ.N	,к.тв
сергиевской	сергиевской	ADJ.N	
серго	сергить	N.V	
сергить	сергий	V.N	
сергий	сергиев	N.ADJ	,.иев
сергий	сергианский	N.ADJ	,.ианск
серда	посердить	N.V	.по,
сердечною	сердечною	ADJ.N	
сердитый	сердито	ADJ.ADV	,
рассердиться	рассерженный	V.ADJ	,д.женн
рассерженный	рассерженность	ADJ.N	,.ст
сердиться	серди	V.N	
серди	осердить	N.V	.о,
осердить	осердие	V.N	,.и
серд	предсердный	N.ADJ	.пред,.н
сердиться	сердяга	V.N	,.яг
сердобольный	сердоболие	ADJ.N	,ьн.и
сердобольный	сердобольность	ADJ.N	,.ст
сердце	внутрисердечный	N.ADJ	.внутри,ц.чн
сердце	околосердечный	N.ADJ	.около,ц.чн
сердцо	сердцевый	N.ADJ	,.в
сердцо	бессердечный	N.ADJ	.бес,ц.чн
сердцевидка	сердцевидный	N.ADJ	,к.н
сердцевинка	сердцевинный	N.ADJ	,к.н
сердци	сердечный	N.ADJ	,ц.чн
сердечный	сердечность	ADJ.N	,.ст
сердюковы	сердюковской	N.ADJ	,.ск
сердюковской	сердюков	ADJ.N	,ск.
сердюков	сердюковский	N.ADJ	,.ск
сердюковский	сердюковец	ADJ.N	,ск.ц
сердюков	сердюковый	N.ADJ	
сердюковый	сердюк	ADJ.N	,в.
сердюковской	сердюковщина	ADJ.N	,ск.щин
сереб	сербить	N.V	,
посеребренной	посеребрены	ADJ.N	,н.
серебреной	серебренник	ADJ.N	,.ник
серебро	подсеребрить	N.V	.под,
серебро	посеребрить	N.V	.по,
серебро	серебрить	N.V	
серебрить	серебристый	V.ADJ	,.ист
серебриться	серебрильщик	V.N	,.ильщик
серебриться	серебрение	V.N	,.ни
серебряною	серебряною	ADJ.N	
серебряный	серебряна	ADJ.N	
серебряный	серебрянник	ADJ.N	,.ник
серебряный	серебряно	ADJ.ADV	,
середа	сердить	N.V	,
сердить	сердитость	V.N	,.итост
середи	середи	V.N	,и.
серединный	середина	ADJ.N	,н.
серединный	серединность	ADJ.N	,.ст
серез	серезный	N.ADJ	,.н
серены	сернистый	N.ADJ	,.ист
сернистый	сернистость	ADJ.N	,.ст
серенький	серенько	ADJ.ADV	,
сереть	серей	V.N	,.й
сереть	серость	V.N	,.ст
сержантской	сержант	ADJ.N	,ск.
сериальный	сериал	ADJ.N	,ьн.
сериальный	сериализовать	ADJ.V	,ьн.изов
сериализовать	сериализация	V.N	,в.аци
сериальный	сериальность	ADJ.N	,.ст
сериальный	сериальчик	ADJ.N	,н.чик
серийном	серийном	V.N	
серия	несерийный	N.ADJ	.не,.йн
серия	посереть	N.V	.по,и.
серия	предсерийный	N.ADJ	.пред,.йн
серия	серать	N.V	,и.
серать	серый	V.ADJ	
серый	серь	ADJ.N	
серка	серчать	N.V	,
серчать	серчание	V.N	,.ани
серь	засереть	N.V	.за,
серый	серяк	ADJ.N	,.як
серый	серить	ADJ.V	
серить	сори	V.N	се.со,
сри	срый	N.ADJ	
сра	сраить	N.V	,.а
сраить	сраный	V.ADJ	,.н
сране	сранный	N.ADJ	,.н
сранный	сраны	ADJ.N	,н.
засранный	засраны	ADJ.N	,н.
засраны	засраный	N.ADJ	
сро	сроить	N.V	,
сори	засорить	N.V	.за,
засорить	засор	V.N	
засор	засориться	N.V	
засоряться	засорённость	V.N	,я.ённост
засорить	засоритель	V.N	,.ител
сори	сориать	N.V	,.и
сори	посорить	N.V	.по,
сори	насорить	N.V	.на,
сериать	серийный	V.ADJ	,.йн
сериать	серийник	V.N	,.йник
серый	серо	ADJ.ADV	,
серый	серизна	ADJ.N	,.изн
серать	серный	V.ADJ	,.н
серный	серна	ADJ.N	
сероводородный	сероводород	ADJ.N	,н.
серовской	серов	ADJ.N	,ск.
серов	сервировать	N.V	се.серви,
сервировать	сервировка	V.N	,.к
сервировать	сервер	V.N	,иров.р
серов	серовский	N.ADJ	,.ск
серов	сервать	N.V	,
сервать	серва	V.N	
сервать	сервизм	V.N	,.изм
серологической	серологически	ADJ.ADV	,.и
серология	серологический	N.ADJ	,.ческ
серотониновый	серотонин	ADJ.N	,в.
сероть	сорока	V.N	се.со,.к
сорока	сороковый	N.ADJ	,.в
сорока	сорокинский	N.ADJ	,.инск
серп	серпастый	N.ADJ	,.аст
серпантинный	серпантин	ADJ.N	,н.
серповидный	серповидность	ADJ.N	,.ст
серпуха	серпуховский	N.ADJ	,.вск
серпуховский	серпухов	ADJ.N	,ск.
серпухов	серпуховской	N.ADJ	,.ск
серпуховской	серпуховской	ADJ.N	
сертификация	сертификационный	N.ADJ	,.нн
сертифицирована	сертифицирована	V.N	,а.
сертифицирована	сертифицированый	N.ADJ	
сертифицировать	сертифицированный	V.ADJ	,.анн
сертифицироваться	сертификат	V.N	,циров.кат
серча	серча	V.N	,а.
серче	серче	N.ADV	,
серъезный	серъезно	ADJ.ADV	,
серъёзный	серъёзно	ADJ.ADV	,
серьездный	серьездно	ADJ.ADV	,
серьйозный	серьйозно	ADJ.ADV	,
серьёз	всерьёз	N.ADV	.в,
несерьёзный	несерьёзно	ADJ.ADV	,
серьёзный	посерьёзнеть	ADJ.V	.по,
сесия	сесить	N.V	,и.
сесия	сетовать	N.V	,си.тов
сескть	соскок	V.N	сес.сос,.к
сесси	сессить	N.V	
сессить	сессун	V.N	,.ун
сессионный	сессионно	ADJ.ADV	,
сестри	сестр	V.N	,и.
сестр	сестринский	N.ADJ	,.инск
сестринской	сестринской	ADJ.N	
засесть	засос	V.N	,
засесть	взасос	V.ADV	.в,
отсесть	отсос	V.N	,
приседать	приседание	V.N	,.ани
просесть	просос	V.N	,
седать	седа	V.N	
седа	седять	N.V	
седять	седь	V.N	
седь	седеть	N.V	
проседь	проседать	N.V	
седять	седяха	V.N	,.ях
седять	седяша	V.N	,.яш
седа	сдать	N.V	се.с,
сдавать	сдавание	V.N	,.ани
сдавливать	сдавливание	V.N	,.ани
сдать	сдача	V.N	,.ач
сдать	всд	V.N	.в,
сдать	сдаточный	V.ADJ	,.аточн
седать	вседа	V.N	.в,
всед	вседа	N.ADV	,.а
седать	седение	V.N	,.ни
седать	присед	V.N	.при,
присед	приседить	N.V	
седать	седальный	V.ADJ	,.альн
сесть	седельный	V.ADJ	,с.дельн
сетлеры	сетлерский	N.ADJ	,.ск
сетокать	сеточный	V.ADJ	,.н
сетоский	сето	ADJ.N	,ск.
сето	сетить	N.V	
сетить	сеть	V.N	
сет	статый	N.ADJ	се.с,.ат
статый	стата	ADJ.N	
стате	простатить	N.V	.про,
простатить	простатилый	V.ADJ	,.ил
стате	пристатейный	N.ADJ	.при,.йн
стата	статорный	N.ADJ	,.рн
статый	статика	ADJ.N	,.ик
сеть	сетовый	N.ADJ	,.в
сеть	осетить	N.V	.о,
осетить	осет	V.N	
осетин	осетинский	N.ADJ	,.ск
осетить	осетия	V.N	,.и
сеть	сетчатый	N.ADJ	,.чат
сетчатый	сетчатка	ADJ.N	,.к
сетить	сеченый	V.ADJ	,т.чен
сеченый	сечень	ADJ.N	
сечень	насеченной	N.ADJ	.на,.н
сетить	сечение	V.N	,т.чени
сетить	сетевой	V.ADJ	,.в
сетевой	сетевуха	ADJ.N	,.ух
сето	сето	N.ADV	,
сефарда	сефардской	N.ADJ	,.ск
сефард	сефардский	N.ADJ	,.ск
схе	сшеть	N.V	,
сшеть	всс	V.N	.в,ш.с
сеча	засечный	N.ADJ	.за,.н
высечь	высечение	V.N	,ь.ни
высечение	высеченной	N.ADJ	,и.н
высеченной	высечены	ADJ.N	,н.
иссечь	иссечение	V.N	,ь.ни
отсечь	отсечный	V.ADJ	,ь.н
отсечный	отсечка	ADJ.N	,н.к
отсечь	отсеченный	V.ADJ	,ь.нн
отсеченный	отсечение	ADJ.N	,н.и
сечься	сек	V.N	,ься.
скада	подскадить	N.V	.под,
ско	обощить	N.V	
обощить	обощение	V.N	,.ни
сека	ски	N.ADV	се.с,.и
скач	выскачить	N.V	.вы,
скач	скачивый	N.ADJ	,.ив
сек	засекить	N.V	.за,
сек	пересекить	N.V	се.пересе,
пересекить	пересеки	V.N	
усечь	усечение	V.N	,ь.ни
насеиваться	насеивание	V.N	,.ани
отсеиваться	отсеивание	V.N	,.ани
сеяться	сеяльщик	V.N	,.льщик
сеяться	сеяние	V.N	,.ни
сеяние	засеянной	N.ADJ	.за,и.н
засеянной	засеяны	ADJ.N	,н.
сеяние	посеянной	N.ADJ	.по,и.н
посеянной	посеяна	ADJ.N	,н.
сеяться	сеятель	V.N	,.тел
сжигатеть	сжигатель	V.N	,.л
сжимаемый	сжимаемость	ADJ.N	,.ст
сжимать	сжимание	V.N	,.ани
сжимать	сжимый	V.ADJ	
сжимающый	сжимающить	ADJ.V	
сиамский	сиам	ADJ.N	,ск.
сиамскый	сиамы	ADJ.N	,ск.
сиать	усиа	V.N	.у,
сибарит	сибаритский	N.ADJ	,.ск
сибаритский	сибаритство	ADJ.N	,к.тв
сибарит	сибаритствовать	N.V	,.ствов
сибир	сибирский	N.ADJ	,.ск
сибирский	сибирски	ADJ.ADV	,.и
сибирский	сибирец	ADJ.N	,ск.ц
сибить	сиб	V.N	
сибутрамин	сибутраминовый	N.ADJ	,.в
сивана	сивана	V.N	,а.
сивилть	сивилла	V.N	,.л
сивилла	сивиллин	N.ADJ	,.ин
сивилть	сивиллой	V.ADJ	,.л
сивучи	сивуч	V.N	,и.
сивуч	сивучый	N.ADJ	
сигаретный	сигаретница	ADJ.N	,.иц
подсиживать	подсиживание	V.N	,.ани
сигить	сиг	V.N	
сиг	сигать	N.V	
отсиживать	отсиживание	V.N	,.ани
сигнал	сигнализировать	N.V	,.изиров
сигнализировать	сигнализация	V.N	,иров.аци
сигнализировать	сигнализирование	V.N	,.ани
сигнализировать	сигнализатор	V.N	,иров.атор
сигнал	сигналить	N.V	
сигналить	сигналка	V.N	,.к
сигналить	сигналок	V.N	,.к
сигнатурой	сигнатура	ADJ.N	
сигнатура	сигнатурный	N.ADJ	,.н
сигнация	сигнальный	N.ADJ	,ци.льн
сигнальный	засигналить	ADJ.V	.за,ьн.
сигнальный	сигнальщик	ADJ.N	,н.щик
сигнальный	просигналить	ADJ.V	.про,ьн.
сиговый	сигово	ADJ.ADV	,
сиде	сидиться	N.V	
сиде	засидеть	N.V	.за,
сиде	сидя	N.ADV	,.я
сиде	сиде	N.ADV	,
сиды	посидеть	N.V	.по,
сиды	высидить	N.V	.вы,
сиддхасана	сиддхасана	V.N	,а.
сиддхасане	сиддхасаный	N.ADJ	
сиделый	сиделец	ADJ.N	,.ц
сидерат	сидератый	N.ADJ	
сидеро	сидерить	N.V	
высидеться	высидка	V.N	,.к
высиживаться	высиживание	V.N	,.ани
сидеться	сидет	V.N	,.т
сидии	просидить	N.V	.про,и.
просидить	просиженный	V.ADJ	,д.женн
сиднейский	сиднеец	ADJ.N	,йск.ц
сидоровой	сидор	ADJ.N	,в.
сидоть	сид	V.N	,
сид	подсидить	N.V	.под,
подсидить	подсидка	V.N	,.к
сид	отсидить	N.V	.от,
отсидить	отсиженный	V.ADJ	,д.женн
сиду	обсидеть	N.V	.об,у.
сиду	пересидить	N.V	.пере,у.
сиду	сидеть	N.V	,у.
сидеть	сидень	V.N	,.н
сидеть	сидейка	V.N	,.йк
сиду	сидить	N.V	,у.
сидить	сидячий	V.ADJ	,.яч
сидять	сидение	V.N	,.ни
сидять	сидка	V.N	,.к
сидячать	сидячие	V.N	,.и
сидячать	сидячый	V.ADJ	
сидячый	сидячить	ADJ.V	
сидящем	сидящем	V.N	
сидящий	сидящие	ADJ.N	,.и
сизаль	сизалевый	N.ADJ	,.в
сизифов	сизифовый	N.ADJ	
сизифовый	сизиф	ADJ.N	,в.
сизый	сиз	ADJ.N	
сизый	сизарь	ADJ.N	,.ар
сизый	сизу	ADJ.ADV	,.у
сий	посеть	ADJ.V	.по,
посеть	посетый	V.ADJ	,.т
сий	сий	ADJ.N	
сий	сить	N.V	
сить	синь	V.N	,.ин
синие	насинить	N.V	.на,и.
синие	засинеть	N.V	.за,и.
засиниваться	засинивание	V.N	,.ани
синь	посинеть	N.V	.по,
сить	сило	V.N	,.ил
сило	бессильный	N.ADJ	.бес,.ьн
бессильный	бессилие	ADJ.N	,ьн.и
сило	силовой	N.ADJ	,.в
сить	сит	V.N	,.ит
сит	ситный	N.ADJ	,.н
ситный	ситно	ADJ.ADV	,
сио	сиять	N.V	
сиять	сия	V.N	
сия	ситься	N.V	,и.
ситься	совка	V.N	,.вк
ситься	ситчик	V.N	,.итчик
сия	усить	N.V	.у,и.
усить	уси	V.N	
усие	усевать	N.V	,и.в
усевать	усный	V.ADJ	,в.н
усевать	вус	V.N	.в,в.
вус	вовать	N.V	,ус.в
уси	усовский	N.ADJ	,.вск
усить	усушка	V.N	,.ушк
усить	усиха	V.N	,.их
усить	усилки	V.N	,.илк
сия	сать	N.V	,и.
сать	совой	V.ADJ	,.в
совой	совушка	ADJ.N	,.ушк
сать	сой	V.ADJ	
сой	сак	ADJ.N	,.ак
просак	впросак	N.ADV	.в,
сак	сак	N.ADV	
сеющий	сеющить	ADJ.V	
сой	сатина	ADJ.N	,.атин
саться	симость	V.N	,.имост
саться	сат	V.N	,.ат
сата	сатеть	N.V	
сатеть	сате	V.N	
сата	севать	N.V	,ат.в
севать	сев	V.N	
просев	просвить	N.V	,
просвить	вопросв	V.N	.во,
севе	свий	N.ADJ	се.с,
свий	све	ADJ.ADV	,
севе	отсевной	N.ADJ	.от,.н
сев	свинский	N.ADJ	се.с,.инск
сата	сатин	N.ADJ	,.ин
саться	салки	V.N	,.алк
саать	сайка	V.N	,.йк
сать	сня	V.N	,.н
сать	сатие	V.N	,.ати
пришиваться	пришивание	V.N	,.ани
сии	сять	N.V	,и.
сивать	сивки	V.N	,.к
сивать	шный	V.ADJ	
шный	шно	ADJ.ADV	,
шный	шняга	ADJ.N	,.яг
соснуть	сос	V.N	,ну.
сос	нассить	N.V	.на,с.с
сса	ссаный	N.ADJ	,с.сан
сса	ссый	N.ADJ	
сос	пососить	N.V	.по,
высасывать	высасыватель	V.N	,.ател
присосаться	присосок	V.N	,.к
высыхать	высыхый	V.ADJ	
высыхать	высыхание	V.N	,.ани
отсыхать	отсыхание	V.N	,.ани
ссыпать	ссыпный	V.ADJ	сс.сс,.н
сять	сёмка	V.N	,.ёмк
сять	сабельный	V.ADJ	,.абельн
сабельный	сабельник	ADJ.N	,.ик
сии	сосить	N.V	,и.с
сия	просить	N.V	.про,и.
просить	прос	V.N	
прос	спросить	N.V	.с,
спрашиваться	спрашивание	V.N	,.ани
спрашиваться	спрашиват	V.N	,.ат
спрашивать	спрашиваемый	V.ADJ	,.аем
расспрашивать	расспрашивый	V.ADJ	
прос	испросить	N.V	.ис,
испросить	испрошенный	V.ADJ	,с.шенн
прос	припросить	N.V	.при,
запрос	запросить	N.V	
запрашивать	незапрашиваемый	V.ADJ	.не,.аем
запрос	запросный	N.ADJ	,.н
запросный	запроситься	ADJ.V	,н.
запросный	запросец	ADJ.N	,н.ц
просол	просолить	N.V	
прос	просяной	N.ADJ	,.ян
проситься	непрошенный	V.ADJ	.не,с.шенн
непрошенный	непрошенно	ADJ.ADV	,
напрашивать	напрасный	V.ADJ	,шив.сн
напрасный	напрасно	ADJ.ADV	,
напрасный	напрасность	ADJ.N	,.ст
напрашивать	напрашивание	V.N	,.ани
просить	впросов	V.N	.в,.в
сия	высить	N.V	.вы,и.
привышать	привышение	V.N	,.ни
сия	сийской	N.ADJ	,.йск
сия	высиить	N.V	.вы,
сиять	сиятельство	V.N	,.ятельств
сиять	сиятельный	V.ADJ	,.ятельн
сиять	сияй	V.N	,.яй
сио	сиенский	N.ADJ	,.нск
сий	сиий	N.ADJ	,.и
сиий	пересиить	ADJ.V	.пере,
сиий	сица	ADJ.N	,.ц
сий	сский	N.ADJ	,.ск
сий	сивый	N.ADJ	,.ив
сивый	сивить	ADJ.V	
сивить	сивуха	V.N	,.ух
сивуха	сивушный	N.ADJ	,.н
сивый	сивка	ADJ.N	,.к
сивый	сивко	ADJ.N	,.к
сивый	сивик	ADJ.N	,.ик
десант	десантный	N.ADJ	,.н
десант	десантировать	N.V	,.иров
десантировать	десантура	V.N	,иров.ур
десантировать	десантируемый	V.ADJ	,в.уем
сант	сантать	N.V	
сантать	сантон	V.N	,.н
сиккативый	сиккатив	ADJ.N	
сикрит	сикрит	V.N	
сикть	сикль	V.N	,.л
сикхской	сикх	ADJ.N	,ск.
сикх	сикхский	N.ADJ	,.ск
сильна	посильный	N.ADJ	.по,
силен	сильний	N.ADJ	,н.ьн
сильний	силить	ADJ.V	,ьн.
усиляться	усильный	V.ADJ	,я.ьн
усильный	усиль	ADJ.N	,ьн.
усилиться	усиление	V.N	,.ни
усиление	усиленный	N.ADJ	,и.н
усилиться	усилитель	V.N	,.ител
усилиться	усилительный	V.ADJ	,.ительн
сильний	осилить	ADJ.V	.о,ьн.
сильний	обессилеть	ADJ.V	.обес,ьн.
сильний	сильно	ADJ.ADV	,
силикагель	силикагелевый	N.ADJ	,.в
силиконовать	силиконовый	V.ADJ	
силиконовый	силикон	ADJ.N	,в.
силикон	силиконый	N.ADJ	
силиться	силон	V.N	,.н
силишься	силишка	V.N	,ься.к
силлабической	силлабик	ADJ.N	,еск.
силлабо-тонике	силлабо-тонический	N.ADJ	,.еск
силлогизм	силлогистический	N.ADJ	,зм.стическ
силов	сильвать	N.V	,в.ьв
силосный	силос	ADJ.N	,н.
силть	сила	V.N	
сила	усилить	N.V	.у,
усиливать	усиливание	V.N	,.ани
сила	несильный	N.ADJ	.не,.ьн
сила	всилу	N.ADV	.в,.у
силть	силла	V.N	,.л
силть	силок	V.N	,.к
силок	силный	N.ADJ	,к.н
силуэтный	силуэтность	ADJ.N	,.ст
сильвин	сильвинить	N.V	
сильнагый	сильнаго	ADJ.N	
сильнодействующый	сильнодействующить	ADJ.V	
сильнорослы	сильнорослый	N.ADJ	
сильною	сильною	ADJ.N	
сильфонный	сильфон	ADJ.N	,н.
симбеть	симб	V.N	
симбиозный	симбиоз	ADJ.N	,н.
симбиота	симбиотический	N.ADJ	,.ическ
симбиотической	симбиотик	ADJ.N	,еск.
симбиотической	симбиотической	ADJ.N	
симбиоты	симбиотный	N.ADJ	,.н
символизировавший	символизировавшить	ADJ.V	
символизировать	символиз	V.N	,иров.
символизирующый	символизирующить	ADJ.V	
символистский	символист	ADJ.N	,ск.
символический	символически	ADJ.ADV	,.и
символичнать	символичный	V.ADJ	
символичный	символизм	ADJ.N	,чн.зм
символичый	символичность	ADJ.N	,.ност
симистор	симисторный	N.ADJ	,.н
симисторный	симистора	ADJ.N	,н.
симметрический	симметрически	ADJ.ADV	,.и
симметричнать	симметричный	V.ADJ	
симметричный	симметричность	ADJ.N	,.ст
асимметрия	асимметрический	N.ADJ	,.ческ
асимметрия	асимметричный	N.ADJ	,.чн
асимметричный	асимметрично	ADJ.ADV	,
симороне	симоронить	N.V	
симорон	симоронской	N.ADJ	,.ск
симорона	симоронский	N.ADJ	,.ск
симоронский	симоронист	ADJ.N	,ск.ист
симоронский	симоронец	ADJ.N	,ск.ц
симпатизирующать	симпатизирующый	V.ADJ	
симпатическый	симпатик	ADJ.N	,еск.
симпатик	симпатический	N.ADJ	,.еск
симпатический	симпатически	ADJ.ADV	,.и
симпатическый	симпатика	ADJ.N	,еск.
симпатики	симпатичный	N.ADJ	,.н
симпатичный	симпатизировать	ADJ.V	,чн.зиров
симпатизировать	симпатизант	V.N	,иров.ант
симпатичненький	симпатичненько	ADJ.ADV	,
симпатичний	симпатично	ADJ.ADV	,
симпатичний	симпатичность	ADJ.N	,.ст
симпатишный	симпатишно	ADJ.ADV	,
симпатомиметики	симпатомиметический	N.ADJ	,.еск
симплексный	симплекс	ADJ.N	,н.
симпотичнать	симпотичный	V.ADJ	
симптоматикой	симптоматика	ADJ.N	
симптоматичый	симптоматичность	ADJ.N	,.ност
симптомный	симптом	ADJ.N	,н.
симптом	бессимптомный	N.ADJ	.бес,.н
симптом	симптоматичный	N.ADJ	,.атичн
симптоматичный	симптоматично	ADJ.ADV	,
симптом	симптоматический	N.ADJ	,.атическ
симптоматический	симптоматически	ADJ.ADV	,.и
симсить	симс	V.N	
симтом	симтомый	N.ADJ	
симть	всим	V.ADV	.в,
симть	симв	V.N	,.в
символ	символьный	N.ADJ	,.ьн
симу	симить	N.V	,у.
симить	сим	V.N	
симулированной	симулирование	ADJ.N	,н.и
симулировать	симуляция	V.N	,иров.яци
симулятор	симулятивный	N.ADJ	,р.ивн
симулятивный	симулятивность	ADJ.N	,.ст
симуляция	симуляционный	N.ADJ	,.нн
симультанный	симультанно	ADJ.ADV	,
симферопольский	симферополец	ADJ.N	,ьск.ц
симферопольской	симферопольской	ADJ.N	
симфиз	симфизить	N.V	
симфонический	симфонически	ADJ.ADV	,.и
симый	сима	ADJ.N	
симый	симо	ADJ.ADV	,
симый	симы	ADJ.N	
синагога	синагогальный	N.ADJ	,.альн
синайский	синай	ADJ.N	,ск.
синай	синайской	N.ADJ	,.ск
синаксарный	синаксарь	ADJ.N	,н.
синантроп	синантропный	N.ADJ	,.н
синаптической	синаптической	ADJ.N	
синастрия	синастрический	N.ADJ	,.ческ
сингалезский	сингалезец	ADJ.N	,ск.ц
сингальский	сингал	ADJ.N	,ьск.
сингапури	сингапурской	N.ADJ	,.ск
сингапурской	сингапурец	ADJ.N	,ск.ц
сингапурской	сингапур	ADJ.N	,ск.
сингл	сингловый	N.ADJ	,.в
сингл	синглый	N.ADJ	
сингть	синг	V.N	
сингулярный	сингуляр	ADJ.N	,н.
сингулярный	сингулярность	ADJ.N	,.ст
синдикат	синдикальный	N.ADJ	,т.льн
синд	синодский	N.ADJ	,.ск
синдикализм	синдикалистской	N.ADJ	,зм.стск
синдицирование	синдицированный	N.ADJ	,и.н
синдром	синдромальный	N.ADJ	,.альн
синдром	синдромный	N.ADJ	,.н
синева	синеватый	N.ADJ	,.ат
синектической	синектика	ADJ.N	,еск.
синергетикой	синергетика	ADJ.N	
синергетической	синергетик	ADJ.N	,еск.
синергетик	синергетический	N.ADJ	,.еск
синергический	синергически	ADJ.ADV	,.и
синергия	синергийный	N.ADJ	,.йн
синергийный	синергийно	ADJ.ADV	,
синергия	синергичный	N.ADJ	,.чн
синергичный	синергично	ADJ.ADV	,
синеть	синель	V.N	,.л
синеть	синельный	V.ADJ	,.льн
синеть	синеной	V.ADJ	,.н
синефил	синефильский	N.ADJ	,.ьск
синичить	синичка	V.N	,.к
синичить	синичник	V.N	,.ник
синкелть	синкелла	V.N	,.л
синкопа	синкопальный	N.ADJ	,.альн
синкретичный	синкретично	ADJ.ADV	,
синодическый	синодик	ADJ.N	,еск.
синодской	синод	ADJ.N	,ск.
синод	синодальный	N.ADJ	,.альн
синолог	синологический	N.ADJ	,.ическ
синоний	синонить	ADJ.V	
синонить	синонимый	V.ADJ	,.им
синонимия	синонимический	N.ADJ	,.ческ
синонимия	синонимизировать	N.V	,.зиров
синонимизировать	синонимизация	V.N	,иров.аци
синонимичный	синонимичность	ADJ.N	,.ст
синоптич	синоптический	N.ADJ	,.ск
синоптический	синоптика	ADJ.N	,еск.
синоптической	синоптической	ADJ.N	
синтагма	синтагматический	N.ADJ	,.атическ
синтагматический	синтагматика	ADJ.N	,еск.
синтагматической	синтагматической	ADJ.N	
синтаксический	синтаксически	ADJ.ADV	,.и
синтез	синтетический	N.ADJ	,з.тическ
синтетический	синтетически	ADJ.ADV	,.и
синтезируемать	синтезируемой	V.ADJ	
синтезирующий	синтезирующить	ADJ.V	
синтезный	синтезировать	ADJ.V	,н.иров
синтезировать	синтезируемый	V.ADJ	,в.уем
синтезировать	синтезирование	V.N	,.ани
синтезироваться	синтезированный	V.ADJ	,.анн
синтезированный	синтезированы	ADJ.N	,н.
синтепоновый	синтепон	ADJ.N	,в.
синтетичный	синтетизм	ADJ.N	,чн.зм
