form,lemma,upos,feats
called,call,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
drive,drive,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
starting,start,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
catch,catch,VERB,{'VerbForm': 'Inf'}
spans,span,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
come,come,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
get,get,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
placed,place,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
makes,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
find,find,VERB,{'VerbForm': 'Inf'}
go,go,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
used,use,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
get,get,VERB,{'VerbForm': 'Inf'}
planned,plan,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
running,run,VERB,{'VerbForm': 'Ger'}
named,name,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
run,run,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
named,name,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
repeating,repeat,VERB,{'VerbForm': 'Ger'}
taken,take,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
divided,divide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
numbered,number,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
recognize,recognize,VERB,{'VerbForm': 'Inf'}
run,run,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
dividing,divide,VERB,{'VerbForm': 'Ger'}
watch,watch,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
recognize,recognize,VERB,{'VerbForm': 'Inf'}
intersect,intersect,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
intersect,intersect,VERB,{'VerbForm': 'Inf'}
running,run,VERB,{'VerbForm': 'Ger'}
platted,plat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
expanded,expand,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
platted,plat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
twisted,twist,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
represents,represent,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
provides,provide,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
served,serve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
run,run,VERB,{'VerbForm': 'Inf'}
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
follows,follow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
runs,run,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
begins,begin,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
travels,travel,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
connects,connect,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
continues,continue,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
find,find,VERB,{'VerbForm': 'Inf'}
looking,look,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
follows,follow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
seeking,seek,VERB,{'VerbForm': 'Ger'}
located,locate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
allow,allow,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
borrow,borrow,VERB,{'VerbForm': 'Inf'}
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
dates,date,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
situated,situate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
preserved,preserve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
ranked,rank,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
vying,vie,VERB,{'VerbForm': 'Ger'}
visited,visit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
understand,understand,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
founded,found,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
became,become,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
became,become,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
making,make,VERB,{'VerbForm': 'Ger'}
proclaimed,proclaim,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
captured,capture,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
took,take,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
pronounced,pronounce,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
experienced,experience,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
revealed,reveal,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
see,see,VERB,{'VerbForm': 'Inf'}
reveals,reveal,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
bring,bring,VERB,{'VerbForm': 'Inf'}
get,get,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
arrive,arrive,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
get,get,VERB,{'VerbForm': 'Inf'}
provide,provide,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
link,link,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
driving,drive,VERB,{'VerbForm': 'Ger'}
avoid,avoid,VERB,{'VerbForm': 'Inf'}
serving,serve,VERB,{'VerbForm': 'Ger'}
get,get,VERB,{'VerbForm': 'Inf'}
accommodate,accommodate,VERB,{'VerbForm': 'Inf'}
made,make,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
visiting,visit,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
using,use,VERB,{'VerbForm': 'Ger'}
costs,cost,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
trying,try,VERB,{'VerbForm': 'Ger'}
park,park,VERB,{'VerbForm': 'Inf'}
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
dotted,dot,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
leave,leave,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
allowed,allow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
leave,leave,VERB,{'VerbForm': 'Inf'}
staying,stay,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
arriving,arrive,VERB,{'VerbForm': 'Ger'}
make,make,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
offers,offer,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
book,book,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
visiting,visit,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
staying,stay,VERB,{'VerbForm': 'Ger'}
need,need,VERB,{'VerbForm': 'Inf'}
use,use,VERB,{'VerbForm': 'Inf'}
detect,detect,VERB,{'VerbForm': 'Inf'}
seem,seem,VERB,{'VerbForm': 'Inf'}
cross,cross,VERB,{'VerbForm': 'Inf'}
stuck,stick,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
help,help,VERB,{'VerbForm': 'Inf'}
sort,sort,VERB,{'VerbForm': 'Inf'}
pay,pay,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
eavesdrop,eavesdrop,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
talking,talk,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
listen,listen,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
get,get,VERB,{'VerbForm': 'Inf'}
irritated,irritate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
moves,move,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
feeling,feel,VERB,{'VerbForm': 'Ger'}
got,get,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
seeking,seek,VERB,{'VerbForm': 'Ger'}
find,find,VERB,{'VerbForm': 'Inf'}
learning,learn,VERB,{'VerbForm': 'Ger'}
viewed,view,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
showing,show,VERB,{'VerbForm': 'Ger'}
tend,tend,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
generalize,generalize,VERB,{'VerbForm': 'Inf'}
try,try,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
impose,impose,VERB,{'VerbForm': 'Inf'}
cause,cause,VERB,{'VerbForm': 'Inf'}
feel,feel,VERB,{'VerbForm': 'Inf'}
think,think,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
do,do,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
own,own,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
do,do,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
look,look,VERB,{'VerbForm': 'Inf'}
make,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
look,look,VERB,{'VerbForm': 'Inf'}
happens,happen,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
question,question,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
seem,seem,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
question,question,VERB,{'VerbForm': 'Inf'}
relating,relate,VERB,{'VerbForm': 'Ger'}
challenge,challenge,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
upset,upset,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
gauge,gauge,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
having,have,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
enraged,enrage,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
see,see,VERB,{'VerbForm': 'Inf'}
questioning,question,VERB,{'VerbForm': 'Ger'}
having,have,VERB,{'VerbForm': 'Ger'}
realize,realize,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
revolve,revolve,VERB,{'VerbForm': 'Inf'}
counteract,counteract,VERB,{'VerbForm': 'Inf'}
creating,create,VERB,{'VerbForm': 'Ger'}
revolves,revolve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
get,get,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
reminded,remind,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
frightens,frighten,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
suggests,suggest,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
contend,contend,VERB,{'VerbForm': 'Inf'}
accepting,accept,VERB,{'VerbForm': 'Ger'}
behaves,behave,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
seeks,seek,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
control,control,VERB,{'VerbForm': 'Inf'}
hurts,hurt,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
intrudes,intrude,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
reflect,reflect,VERB,{'VerbForm': 'Inf'}
analyse,analyse,VERB,{'VerbForm': 'Inf'}
seeing,see,VERB,{'VerbForm': 'Ger'}
give,give,VERB,{'VerbForm': 'Inf'}
acknowledging,acknowledge,VERB,{'VerbForm': 'Ger'}
learn,learn,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
having,have,VERB,{'VerbForm': 'Ger'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
look,look,VERB,{'VerbForm': 'Inf'}
do,do,VERB,{'VerbForm': 'Inf'}
means,mean,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
helping,help,VERB,{'VerbForm': 'Ger'}
stand,stand,VERB,{'VerbForm': 'Inf'}
understand,understand,VERB,{'VerbForm': 'Inf'}
have,have,VERB,{'VerbForm': 'Inf'}
treat,treat,VERB,{'VerbForm': 'Inf'}
treat,treat,VERB,{'VerbForm': 'Inf'}
seeing,see,VERB,{'VerbForm': 'Ger'}
avoid,avoid,VERB,{'VerbForm': 'Inf'}
contradict,contradict,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
caters,cater,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
determine,determine,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
based,base,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
interacting,interact,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
take,take,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
act,act,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
talk,talk,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
use,use,VERB,{'VerbForm': 'Inf'}
have,have,VERB,{'VerbForm': 'Inf'}
act,act,VERB,{'VerbForm': 'Inf'}
own,own,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
act,act,VERB,{'VerbForm': 'Inf'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
seems,seem,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
see,see,VERB,{'VerbForm': 'Inf'}
show,show,VERB,{'VerbForm': 'Inf'}
like,like,VERB,{'VerbForm': 'Inf'}
ignore,ignore,VERB,{'VerbForm': 'Inf'}
do,do,VERB,{'VerbForm': 'Inf'}
stop,stop,VERB,{'VerbForm': 'Inf'}
treated,treat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
mention,mention,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
know,know,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
like,like,VERB,{'VerbForm': 'Inf'}
meant,mean,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
begin,begin,VERB,{'VerbForm': 'Inf'}
gauge,gauge,VERB,{'VerbForm': 'Inf'}
seems,seem,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
see,see,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
like,like,VERB,{'VerbForm': 'Inf'}
hate,hate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
is,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ask,ask,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
see,see,VERB,{'VerbForm': 'Inf'}
saying,say,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
saying,say,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
like,like,VERB,{'VerbForm': 'Inf'}
talk,talk,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
know,know,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,{'VerbForm': 'Inf'}
compensate,compensate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
creating,create,VERB,{'VerbForm': 'Ger'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
insult,insult,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
looking,look,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
dance,dance,VERB,{'VerbForm': 'Inf'}
began,begin,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
involved,involve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
dancing,dance,VERB,{'VerbForm': 'Ger'}
studying,study,VERB,{'VerbForm': 'Ger'}
help,help,VERB,{'VerbForm': 'Inf'}
develop,develop,VERB,{'VerbForm': 'Inf'}
improve,improve,VERB,{'VerbForm': 'Inf'}
study,study,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
retain,retain,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
making,make,VERB,{'VerbForm': 'Ger'}
dancing,dance,VERB,{'VerbForm': 'Ger'}
takes,take,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
requires,require,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
learn,learn,VERB,{'VerbForm': 'Inf'}
prepare,prepare,VERB,{'VerbForm': 'Inf'}
learn,learn,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
get,get,VERB,{'VerbForm': 'Inf'}
practicing,practice,VERB,{'VerbForm': 'Ger'}
encounter,encounter,VERB,{'VerbForm': 'Inf'}
getting,get,VERB,{'VerbForm': 'Ger'}
dance,dance,VERB,{'VerbForm': 'Inf'}
stretch,stretch,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
stretching,stretch,VERB,{'VerbForm': 'Ger'}
loosen,loosen,VERB,{'VerbForm': 'Inf'}
strengthen,strengthen,VERB,{'VerbForm': 'Inf'}
elongate,elongate,VERB,{'VerbForm': 'Inf'}
done,do,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
including,include,VERB,{'VerbForm': 'Ger'}
taking,take,VERB,{'VerbForm': 'Ger'}
stretch,stretch,VERB,{'VerbForm': 'Inf'}
give,give,VERB,{'VerbForm': 'Inf'}
warm,warm,VERB,{'VerbForm': 'Inf'}
reducing,reduce,VERB,{'VerbForm': 'Ger'}
stretch,stretch,VERB,{'VerbForm': 'Inf'}
wind,wind,VERB,{'VerbForm': 'Inf'}
wear,wear,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
cut,cut,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
create,create,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ask,ask,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
given,give,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
buy,buy,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
grow,grow,VERB,{'VerbForm': 'Inf'}
seem,seem,VERB,{'VerbForm': 'Inf'}
flexed,flex,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
pointe,pointe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
look,look,VERB,{'VerbForm': 'Inf'}
fit,fit,VERB,{'VerbForm': 'Inf'}
tied,tie,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
cut,cut,VERB,{'VerbForm': 'Inf'}
completes,complete,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
made,make,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
tighten,tighten,VERB,{'VerbForm': 'Inf'}
buy,buy,VERB,{'VerbForm': 'Inf'}
use,use,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
turn,turn,VERB,{'VerbForm': 'Inf'}
wear,wear,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
fitting,fit,VERB,{'VerbForm': 'Ger'}
wearing,wear,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
make,make,VERB,{'VerbForm': 'Inf'}
forming,form,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
moving,move,VERB,{'VerbForm': 'Ger'}
signed,sign,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
check,check,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
find,find,VERB,{'VerbForm': 'Inf'}
is,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,{'VerbForm': 'Inf'}
wear,wear,VERB,{'VerbForm': 'Inf'}
require,require,VERB,{'VerbForm': 'Inf'}
require,require,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
see,see,VERB,{'VerbForm': 'Inf'}
working,work,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
find,find,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
practice,practice,VERB,{'VerbForm': 'Inf'}
