form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
light,light,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.9256,756.6045045169944,5
rotating,rotate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7634,791.5525475519747,8
equipped,equip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3385,782.2570986807245,8
revolves,revolve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5051,795.7274987664487,8
symbolizes,symbolize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,10
marking,mark,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9191,789.035939328616,7
grows,grow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6857,776.6452401376919,5
expects,expect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.382,781.5540000441407,7
sponsored,sponsor,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9956,787.7994555194512,9
flock,flock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3766,781.6412812541994,5
milling,mill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2041,800.5926180678681,7
swamped,swamp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9138,789.1216042199699,7
head,head,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,4.2776,750.9150626761318,4
prompting,prompt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
commuting,commute,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.3424,798.3572492991428,9
dwindled,dwindle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,8
missed,miss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.6598,760.9006796343276,6
substituted,substitute,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.301,799.0264052429261,11
booked,book,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.7259,775.9954800183662,6
conceded,concede,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0,803.8915245443454,8
confirming,confirm,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9191,789.035939328616,10
equalise,equalise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
attacking,attack,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6117,777.8413159792369,9
doubled,double,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2625,783.4855008963654,7
scoring,score,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9542,788.4686114632344,7
equalising,equalise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
co-ordinated,co-ordinate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
tripped,trip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3464,782.1294095030461,7
installing,install,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7853,791.1985737556256,10
padded,pad,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7482,791.7982279951029,6
installed,install,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3636,781.8514026858221,9
trampled,trample,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8129,790.7524697931035,8
collasped,collaspe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
recognising,recognise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
assure,assure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0095,771.4116001715803,6
advanced,advance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6551,777.1398336613578,8
tax,tax,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.871,773.650201577715,3
quit,quit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.6624,760.858655348003,4
finance,finance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4378,780.6520942068676,7
modify,modify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7076,792.4544533892479,6
encouraging,encourage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2201,784.1708200271966,11
donated,donate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.1367,785.5188298269918,7
cultivating,cultivate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,11
bases,base,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2625,783.4855008963654,5
seeded,seed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
decentralized,decentralize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,13
disseminate,disseminate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,11
coincided,coincide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,9
exhibit,exhibit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5899,778.1936734568812,7
exhibited,exhibit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6335,793.6521455494976,9
combining,combine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5185,795.5109120600067,9
intrigued,intrigue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.959,788.3910281654046,9
dress,dress,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.6482,761.0881726040833,5
socialize,socialize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,9
hanging,hang,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.4371,764.5002213898961,7
rolling,roll,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0414,770.895994504752,7
consumed,consume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2014,784.4730716249924,8
painting,paint,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1732,768.7656864518382,8
commercialize,commercialize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,13
smacked,smack,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9395,788.7062103128387,7
noting,note,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,6
adorned,adorn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.9542,804.6317985111396,7
don,don,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,3
analyse,analyse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,7
analysed,analyse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,8
decreasing,decrease,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,10
examined,examine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4409,780.6019883270191,8
offsetting,offset,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,5.231,735.5050801446591,10
reinforcing,reinforce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.1761,801.0451873052094,11
notes,note,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.099,769.9649949307927,5
damaging,damage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9138,789.1216042199699,8
affects,affect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3892,781.4376250973958,7
declined,decline,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9085,789.2072691113237,8
rules,rule,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.5364,762.8952169160391,5
associate,associate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6618,777.0315403081369,9
worship,worship,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6128,777.8235364734842,7
estimates,estimate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.959,788.3910281654046,9
surviving,survive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2695,783.37235858703,9
coordinate,coordinate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1173,785.8323956557211,10
harmonize,harmonize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.7782,807.4765194315709,9
upholding,uphold,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,9
congratulate,congratulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.5551,778.7561523661483,12
preside,preside,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.2553,799.7650628910153,7
convey,convey,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1367,785.5188298269918,6
reign,reign,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2041,784.429431019963,5
vitalized,vitalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
strengthen,strengthen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9191,789.035939328616,10
commended,commend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,9
enshrined,enshrine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
enforcing,enforce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,9
prevailing,prevail,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,10
guided,guide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.0294,787.253139797232,6
cooperating,cooperate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0414,787.0591815526572,11
continuing,continue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3118,782.6886557749036,10
specialized,specialize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7324,792.0536063504599,11
strengthening,strengthen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,13
pending,pend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.243,783.8006830437995,7
appreciates,appreciate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2041,784.429431019963,11
assuming,assume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7536,775.5477597371391,8
redeem,redeem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9243,788.9518907559668,6
sleeps,sleep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.617,777.7556510878829,6
awake,awake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1345,769.3912017905922,5
suppressed,suppress,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5563,794.8999435895959,10
forgotten,forget,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2485,767.5485984671309,9
discovers,discover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9912,787.870573542462,9
celebrate,celebrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1035,769.8922605890772,9
await,await,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2601,783.5242925452803,5
grasp,grasp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3692,781.7608888383538,5
rests,rest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1492,785.316789988893,5
representing,represent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3692,781.7608888383538,12
endured,endure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8751,789.7471195587237,7
beckons,beckon,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.301,799.0264052429261,7
fulfill,fulfill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.301,782.863218195021,7
labour,labour,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
knit,knit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9912,787.870573542462,4
blaming,blame,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5502,778.835351982683,7
dwell,dwell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1553,785.2181945479008,5
clings,cling,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,6
rises,rise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3139,782.6547130821031,5
cherished,cherish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8195,790.6457927585873,9
materializes,materialize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
betrayed,betray,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7716,775.2568223702768,8
rejoice,rejoice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9395,788.7062103128387,7
surround,surround,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1959,784.5619691537559,8
encompass,encompass,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,9
embodying,embody,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.718,743.7967951002345,9
lighted,light,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,7
strayed,stray,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,7
succeeding,succeed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5563,794.8999435895959,10
send,send,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.9624,756.0096992336315,4
pledge,pledge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5465,778.8951557747603,6
cooperate,cooperate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7235,776.0342716672811,9
furthering,further,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.8451,806.395202218066,10
bind,bind,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2355,783.9219069466587,4
announcing,announce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1072,785.995643844905,10
resign,resign,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4116,781.0755697075227,6
persevere,persevere,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.301,799.0264052429261,9
complete,complete,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.4211,764.7588323826625,8
justify,justify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4099,781.1030471255042,7
destabilizing,destabilize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,13
preferred,prefer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3243,782.4866159368048,9
urged,urge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7634,791.5525475519747,5
absorb,absorb,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.0086,787.5893340878284,6
sworn,swear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6946,776.5013877729656,5
nominated,nominate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0792,786.4482130822463,9
assumes,assume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7709,791.4313236491155,7
deserve,deserve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.3485,765.9322797623404,7
rediscover,rediscover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0792,802.6114001301514,10
hastened,hasten,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.7782,807.4765194315709,8
regret,regret,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1414,769.2796757999615,6
affirming,affirm,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,9
completing,complete,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6435,793.4905136790186,10
serving,serve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.776,775.1857043472661,7
reaching,reach,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.616,777.7718142749309,8
prevented,prevent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0294,787.253139797232,9
unlocked,unlock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.29,783.0410132525479,8
registered,register,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7143,776.1829729881218,10
interfere,interfere,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6875,776.6161464010057,9
greeted,greet,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7924,791.0838151275855,7
benefited,benefit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3222,798.6837456775105,9
counts,count,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8401,774.1496440574954,6
promise,promise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.8927,757.1362733708705,7
strive,strive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.8325,790.4356713269646,6
sailing,sail,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6821,776.7034276110644,7
thanking,thank,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1903,784.652483001224,8
inviting,invite,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5658,778.5832062647357,8
transforming,transform,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4914,795.9489344290049,12
seeks,seek,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1673,785.0242363033259,5
embraced,embrace,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,8
reputed,reput,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,7
addressing,address,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0334,787.1884870490404,10
awarding,award,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0,803.8915245443454,8
licensed,license,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1492,785.316789988893,8
accelerating,accelerate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6628,793.1785641689941,12
rolled,roll,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6365,777.4404689404488,6
pilot,pilot,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1339,769.4008997028209,5
steer,steer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4857,779.8778775472729,5
align,align,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5441,795.0971344715804,5
launching,launch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0899,786.2752669808337,9
reviewing,review,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.017,787.4535633166261,9
assured,assure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5011,779.6289644667352,7
enables,enable,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.5441,795.0971344715804,7
emphasize,emphasize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,9
resonates,resonate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
places,place,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.4325,764.5745720503164,6
re-purpose,re-purpose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
represented,represent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3304,782.3880204958126,11
emulating,emulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
translate,translate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3927,781.381053942728,9
coupled,couple,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6021,794.1596696228019,7
accessing,access,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
marginalized,marginalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
emulate,emulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,7
applaud,applaud,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0414,787.0591815526572,7
optimize,optimize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
declare,declare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5877,778.2292324683866,7
tower,tower,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0667,770.4870658724401,5
sweated,sweat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5682,794.7076016637259,7
beat,beat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.8272,758.1949621225083,4
sends,send,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7679,775.3166261623542,5
sending,send,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.2531,767.4742478067105,7
assume,assume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.2325,767.8072094598974,6
destabilize,destabilize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
talks,talk,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0853,770.1864305933491,5
perceiving,perceive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0,803.8915245443454,10
planning,plan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2794,767.0491559873507,8
remembering,remember,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4713,780.1106274407628,11
encompasses,encompass,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.9031,805.4577373692875,11
integrate,integrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6128,793.9867235213893,9
organize,organize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.3444,782.161735877142,8
waking,wake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6513,777.2012537721398,6
contemplating,contemplate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8451,790.2320151701609,13
attempts,attempt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3444,782.161735877142,8
handling,handle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7634,775.3893605040697,8
transmitted,transmitt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0128,787.5214487022272,11
processes,process,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7482,791.7982279951029,9
filtered,filter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5051,795.7274987664487,8
processed,process,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1106,785.9406890089422,9
observing,observe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1644,785.0711095457648,9
categorizing,categorize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,12
refine,refine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3617,798.0452997891182,6
guiding,guide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0294,787.253139797232,7
function,function,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7528,775.5606902867775,8
collaborate,collaborate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5051,795.7274987664487,11
relates,relate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5441,795.0971344715804,7
concern,concern,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1248,769.5479847049568,7
affirm,affirm,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,6
foisted,foist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
argued,argue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.143,785.41700174859,6
mentioning,mention,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1673,785.0242363033259,10
embrace,embrace,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5877,778.2292324683866,7
wit,wit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4814,779.9473792515789,3
stealing,steal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.1024,769.9100400948299,8
astonishing,astonish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9445,788.6253943775992,11
claiming,claim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3284,782.4203468699084,8
mirroring,mirror,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
purged,purge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4472,796.6633472965224,6
reject,reject,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3365,782.2894250548204,6
illustrates,illustrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,11
adopt,adopt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3784,781.6121875175131,5
resist,resist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.8182,774.5036178538445,6
interpreted,interpret,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7482,791.7982279951029,11
revealing,reveal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1335,785.5705520255451,9
raises,raise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9912,787.870573542462,6
wonder,wonder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.7758,759.0257499367706,6
hindering,hinder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,9
select,select,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2577,783.5630841941953,6
proven,prove,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5315,779.1376035804789,6
suits,suit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9523,772.3361344707204,5
