form,lemma,upos,feats,frequency
puzzled,puzzle,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
brooded,brood,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
glared,glare,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
ceased,cease,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
vanished,vanish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
halted,halt,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
glowed,glow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
reverted,revert,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
reminded,remind,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
shivered,shiver,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
corrugated,corrugate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
ornamented,ornament,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
blotched,blotch,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
touched,touch,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
pretended,pretend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
jumped,jump,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
startled,startle,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
illustrated,illustrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
blew,blow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
blown,blow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
frightened,frighten,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
skipped,skip,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
gladdened,gladden,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
crazed,craze,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
overslept,oversleep,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
documented,document,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
spotted,spot,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
infected,infect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
chose,choose,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
laced,lace,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
avoided,avoid,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
varied,vary,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
liked,like,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
nicknamed,nickname,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
aerated,aerate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
carved,carve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
drilled,drill,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
dried,dry,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
counted,count,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
ingested,ingest,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
mixed,mix,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
plated,plate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
amassed,amass,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
inducted,induct,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
credited,credit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
cited,cite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
existed,exist,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
collapsed,collapse,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
destroyed,destroy,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
rescinded,rescind,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
induced,induce,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
opposed,oppose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
diverted,divert,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
interviewed,interview,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
coined,coin,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
voted,vote,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
co-owned,co-own,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
remarked,remark,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
topped,top,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
priced,price,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
ventured,venture,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
balanced,balance,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
selected,select,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
gained,gain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
acknowledged,acknowledge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
quoted,quote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
purveyed,purvey,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
criticized,criticize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
mimicked,mimick,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
shaken,shake,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
poured,pour,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
amazed,amaze,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
founded,found,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",6
predicated,predicate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
shrouded,shroud,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
encountered,encounter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
embedded,embed,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
mounted,mount,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
stained,stain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
squashed,squash,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
envisioned,envision,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
copyrighted,copyright,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
enjoyed,enjoy,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
overlooked,overlook,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
televised,televise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
mediated,mediate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
emailed,email,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
expired,expire,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
suited,suit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
captained,captain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
fired,fire,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
overshadowed,overshadow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
injured,injure,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
experienced,experience,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
prepared,prepare,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
chased,chase,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
battled,battle,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
reprinted,reprint,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
bothered,bother,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
staggered,stagger,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
clinched,clinch,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
handed,hand,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
broadcast,broadcast,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
overdone,overdo,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
spirited,spirit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
likened,liken,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
scripted,script,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
replaced,replace,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
doomed,doom,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
committed,commit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",7
where,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Typo': 'Yes', 'VerbForm': 'Fin'}",1
interested,interest,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
thrilled,thrill,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
recommended,recommend,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
removed,remove,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
captured,capture,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
modified,modify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
honored,honor,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
colored,color,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
faced,face,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
controlled,control,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
granted,grant,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
scheduled,schedule,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
rescued,rescue,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5
deployed,deploy,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
untied,unite,VERB,"{'Tense': 'Past', 'Typo': 'Yes', 'VerbForm': 'Part'}",1
criticised,criticise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
cracked,crack,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
contacted,contact,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
arrested,arrest,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
resembled,resemble,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
handcuffed,handcuff,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
reposted,repost,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
tweeted,tweet,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
approached,approach,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
killed,kill,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
bloodied,bloody,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
persuaded,persuade,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
interrogated,interrogate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
charged,charge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
invested,invest,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
attacked,attack,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
motivated,motivate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
traveled,travel,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
proceeded,proceed,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
cooperated,cooperate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
routed,rout,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
blacked,black,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
deposited,deposit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
plied,ply,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
dealt,deal,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
requested,request,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
defeated,defeat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",8
re-elected,re-elect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
resigned,resign,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
sprawled,sprawl,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
donned,don,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
animated,animate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
deducted,deduct,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
costumed,costume,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
engraved,engrave,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
favoured,favour,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
labelled,label,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
dubbed,dub,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
characterized,characterize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
filed,file,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
raided,raid,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
theorized,theorize,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
accounted,account,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
concluded,conclude,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
geared,gear,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
hacked,hack,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
rated,rate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
shipped,ship,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
outlived,outlive,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
owned,own,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
transferred,transfer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
tasked,task,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
perpetrated,perpetrate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
dispatched,dispatch,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
evacuated,evacuate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
retaliated,retaliate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
crowded,crowd,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
equipped,equip,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
sponsored,sponsor,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
swamped,swamp,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
dwindled,dwindle,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
missed,miss,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
substituted,substitute,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
booked,book,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
conceded,concede,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
doubled,double,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
co-ordinated,co-ordinate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
tripped,trip,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
padded,pad,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
installed,install,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
trampled,trample,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
collasped,collaspe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
advanced,advance,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
donated,donate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5
seeded,seed,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
decentralized,decentralize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
coincided,coincide,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
exhibited,exhibit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
intrigued,intrigue,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
consumed,consume,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
smacked,smack,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
adorned,adorn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
analysed,analyse,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
examined,examine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
declined,decline,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
vitalized,vitalize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
commended,commend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
enshrined,enshrine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
guided,guide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
specialized,specialize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
suppressed,suppress,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
forgotten,forget,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
endured,endure,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
knit,knit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
cherished,cherish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
betrayed,betray,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
lighted,light,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
strayed,stray,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
preferred,prefer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
urged,urge,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
sworn,swear,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
nominated,nominate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
hastened,hasten,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
prevented,prevent,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
unlocked,unlock,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
registered,register,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
greeted,greet,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
benefited,benefit,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
embraced,embrace,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
reputed,reput,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
licensed,license,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
rolled,roll,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
assured,assure,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
represented,represent,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
coupled,couple,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
marginalized,marginalize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
sweated,sweat,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
transmitted,transmitt,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
filtered,filter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
processed,process,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
foisted,foist,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
argued,argue,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
purged,purge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
interpreted,interpret,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
proven,prove,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
finished,finish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",7
accomplished,accomplish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
